시도명,시군구명,대형폐기물명,대형폐기물구분명,대형폐기물규격,유무료여부,수수료,관리기관명,데이터기준일자,제공기관코드,제공기관명
경기도,가평군,침구류(돌침대),가구류,,유료,30000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(돌침대),가구류,,유료,20000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(라텍스 토퍼),가구류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(매트리스),가구류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(매트리스),가구류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(매트리스),가구류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(매트리스),가구류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(접이식 침대),가구류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(침대 틀),가구류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,침구류(침대 틀),가구류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,캐비닛,가구류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,파티션,가구류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,파티션,가구류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화장대(대리석 화장대),가구류,,유료,12000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화장대(대리석 화장대),가구류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화장대(대리석 화장대),가구류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화장대(일반 화장대),가구류,,유료,7000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화장대(일반 화장대),가구류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화장대(일반 화장대),가구류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가스레인지(가정용),가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가스레인지(업소용),가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가스오븐렌지,가전제품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가스오븐렌지,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가습기,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,공기청정기,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,공기청정기,가전제품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,난로(가정용),가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,난로(업소용),가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉온수기,가전제품류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉온수기,가전제품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉온수기,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉장고,가전제품류,,유료,13000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉장고,가전제품류,,유료,11000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉장고,가전제품류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,냉장고,가전제품류,,유료,6000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,다리미,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,러닝머신,가전제품류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,모니터,가전제품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"믹서기, 분쇄기",가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,벽시계,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,보일러 통,가전제품류,,유료,12000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,보일러 통,가전제품류,,유료,7500,,2025-06-02,4160000,경기도 가평군
경기도,가평군,보일러 통,가전제품류,,유료,4500,,2025-06-02,4160000,경기도 가평군
경기도,가평군,복사기,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,복합기,가전제품류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,비디오,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,선풍기(가정용),가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,선풍기(업소용),가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,세탁기,가전제품류,,유료,6000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,스피커(가정옹),가전제품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,스피커(업소용),가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,식기세척기,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,에어컨,가전제품류,,유료,9000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,에어컨,가전제품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,에어컨,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,에어컨,가전제품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,에어컨,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,오디오,가전제품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,오디오,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,오락기,가전제품류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,오락기,가전제품류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,자동판매기(사무실용),가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,자동판매기(영업용),가전제품류,,유료,15000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,재봉틀,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,전기밥솥,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,전자레인지,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,조명기구,가전제품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,족욕기,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,청소기,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,컴퓨터 본체,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,탁상용 컴퓨터(모니터+본체),가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,텔레비전,가전제품류,,유료,6000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,텔레비전,가전제품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,텔레비전,가전제품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,간판(일반 간판),기타,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,간판(일반 간판),기타,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,간판(입간판),기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,그밖의 품목,기타,,유료,20000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,그밖의 품목,기타,,유료,12000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,금고,기타,,유료,30000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,금고,기타,,유료,25000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"나뭇가지, 목재류",기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,바비큐 그릴,기타,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,바비큐 그릴,기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,소화기,기타,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,소화기,기타,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,소화기,기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,소화기,기타,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,수족관,기타,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,수족관,기타,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,수족관,기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"스키, 보드, 부츠",기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,운동기구(스텝퍼),기타,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,운동기구(자전거),기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,이물질이 묻은 스티로폼,기타,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,자전거(성인용),기타,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,자전거(어린이용),기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,차광막,기타,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"칠판, 화이트보드",기타,,유료,6000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"칠판, 화이트보드",기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"칠판, 화이트보드",기타,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,캠핑 텐트,기타,,유료,6000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,캠핑 텐트,기타,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,킥보드,기타,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,킥보드,기타,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,타이어(자전거),기타,,유료,6000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,타이어(자전거),기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,타이어(자전거),기타,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,피아노,기타,,유료,30000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,피아노,기타,,유료,20000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,피아노,기타,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,화분,기타,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가방(골프 가방),생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가방(캐리어),생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,가방(캐리어),생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"거울, 유리",생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"거울, 유리",생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,건조대,생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,매트(가정용 카펫),생활용품류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,매트(가정용 카펫),생활용품류,,유료,8000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,매트(가정용 카펫),생활용품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"매트(온수, 전기매트)",생활용품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"매트(온수, 전기매트)",생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,매트(장판),생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"매트(조립식 발판, 인조잔디)",생활용품류,,유료,1000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"매트(코일, 발매트(차량용))",생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,물탱크,생활용품류,,유료,15000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,물탱크,생활용품류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,쌀통,생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,아이스박스,생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,액자,생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,액자,생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(변기),생활용품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(변기),생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(세면대),생활용품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(욕조),생활용품류,,유료,15000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(욕조),생활용품류,,유료,10000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(욕조),생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(욕조),생활용품류,,유료,40000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(욕조),생활용품류,,유료,30000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,욕실 용품(욕조),생활용품류,,유료,15000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,유아용품(놀이 매트),생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,유아용품(보행기),생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,유아용품(유모차),생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,유아용품(장난감류),생활용품류,,유료,5000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,유아용품(장난감류),생활용품류,,유료,1000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,유아용품(카시트),생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,창문 방충망,생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,"카트, 리어카",생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,항아리,생활용품류,,유료,4000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,항아리,생활용품류,,유료,2000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,항아리,생활용품류,,유료,1000,,2025-06-02,4160000,경기도 가평군
경기도,가평군,현관 방충망,생활용품류,,유료,3000,,2025-06-02,4160000,경기도 가평군
경기도,고양시,(교자)상,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,(교자)상,가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,2층 침대,가구류,,유료,15000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,TV받침대,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,TV받침대,가구류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,돌침대,가구류,,유료,30000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,돌침대,가구류,,유료,25000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,라텍스,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,라텍스,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,문갑,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,문갑,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,배기후드(가정용),가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,병풍,가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,서랍장,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,서랍장,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,쇼파,가구류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,쇼파,가구류,,유료,7000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,쇼파,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,쇼파,가구류,,유료,15000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,쇼파,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식탁,가구류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식탁,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식탁,가구류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식탁,가구류,,유료,7000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,신발장,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,신발장,가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,싱크대,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,싱크대,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,싱크대,가구류,,유료,12000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,싱크대,가구류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,쌀통,가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,옷걸이(행거),가구류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,의자,가구류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,의자,가구류,,유료,7000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,의자,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,의자,가구류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,의자,가구류,,유료,15000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,장롱,가구류,,유료,15000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,장롱,가구류,,유료,12000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,장롱,가구류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,장롱,가구류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"장식장, 진열장",가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"장식장, 진열장",가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,접이식 침대,가구류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,찬장,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,찬장,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,책상,가구류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,책상,가구류,,유료,7000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,책상,가구류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,책상,가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,책상칸막이(파티션),가구류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,책상칸막이(파티션),가구류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"책장, 책꽂이",가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"책장, 책꽂이",가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"책장, 책꽂이",가구류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"책장, 책꽂이",가구류,,유료,1000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,침대매트리스,가구류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,침대매트리스,가구류,,유료,7000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,침대틀,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,침대틀,가구류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,캐비넷,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,파일캐비넷,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,파일캐비넷,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,화장대,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,화장대,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,회의용 탁자,가구류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,회의용 탁자,가구류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,회의용 탁자,가구류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,회의용 탁자,가구류,,유료,12000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,(전기)난로,가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,(전기)난로,가전제품류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,TV,가전제품류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,TV,가전제품류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,TV,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,가스오븐렌지,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,가스히터,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,공기청정기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,냉장고,가전제품류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,냉장고,가전제품류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,냉장고,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,노래방 기계,가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,복사기,가전제품류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,복사기,가전제품류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,복사기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,석유난로,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,선풍기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,세단기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,세탁기,가전제품류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,세탁기,가전제품류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,세탁기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,스피커,가전제품류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식기건조기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식기건조대,가전제품류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,식기세척기,가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,아이스박스,가전제품류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,앰프,가전제품류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"에어컨, 온풍기",가전제품류,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"에어컨, 온풍기",가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"에어컨, 온풍기",가전제품류,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,에어프라이어,가전제품류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,옥매트,가전제품류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,옥매트,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,온수매트,가전제품류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,온수매트,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,의류건조기,가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,자동판매기,가전제품류,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,자동판매기,가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,전기그릴,가전제품류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,전기매트,가전제품류,,유료,6000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,전기매트,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,정수기,가전제품류,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,제습기,가전제품류,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,프린터기,가전제품류,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,(전자)오르간,기타,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,가방,기타,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,가방,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,간판,기타,,유료,8000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,간판,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"거울, 액자",기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"거울, 액자",기타,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"게시판, 화이트보드",기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,고무통,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,골프채,기타,,유료,1000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"돗자리, 대자리",기타,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"돗자리, 대자리",기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"런닝머신, 싸이클",기타,,유료,10000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"롤러브레이드,",기타,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,리빙박스(공간박스),기타,,유료,2000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,문짝,기타,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,문짝,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,물탱크(저수조),기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,미끄럼틀,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,바닥 매트,기타,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,바닥 매트,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"버티칼,커튼",기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,벽시계,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,벽시계,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,변기,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,변기,기타,,유료,4000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"보행기, 유모차",기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,볼링공,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,"블라인드,",기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,세면대,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,소화기,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,소화기,기타,,유료,5000,,2025-02-10,3940000,경기도 고양시
경기도,고양시,수족관,기타,,유료,3000,,2025-02-10,3940000,경기도 고양시
